species,Orden,Mean_brain_mass_g,Mean_body_mass_g,Fuentes,Body_for_3D
Abeomelomys_sevia,Rodentia,1.49,61.4,"Boddy et al., 2012",NA
Abrocoma_bennettii,Rodentia,3.15,250,Scan,"Faurby et al., 2018"
Acerodon_celebensis,Chiroptera,5.18,390,Scan,"Faurby et al., 2018"
Acerodon_jubatus,Chiroptera,8.26,1075,"Shi et al., 2018","Faurby et al., 2018"
Acinonyx_jubatus,Carnivora,111,43000,"Isler & van Schaik, 2012",NA
Acomys_cahirinus,Rodentia,0.7,31,"Isler & van Schaik, 2012",NA
Acomys_wilsoni,Rodentia,0.58,18.5,"Boddy et al., 2012",NA
Aconaemys_fuscus,Rodentia,1.89,133.5,Scan,"Faurby et al., 2018"
Acrobates_pygmaeus,Diprotodontia,0.35,12,"Ashwell, 2008; Weisbecker et al., 2015",NA
Addax_nasomaculatus,Artiodactyla,185,107000,"Isler & van Schaik, 2012",NA
Aepyceros_melampus,Artiodactyla,175,57610,"Boddy et al., 2012",NA
Aepyprymnus_rufescens,Diprotodontia,12.3,2600,"Ashwell, 2008; Weisbecker et al., 2015",NA
Aeromys_tephromelas,Rodentia,10.34,1189,"Boddy et al., 2012",NA
Aethomys_chrysophilus,Rodentia,1.25,117,"Boddy et al., 2012",NA
Aethomys_hindei,Rodentia,1.42,146.3,"Boddy et al., 2012",NA
Aethomys_namaquensis,Rodentia,0.9,79.4,"Boddy et al., 2012",NA
Ailuropoda_melanoleuca,Carnivora,205,87500,"Isler & van Schaik, 2012",NA
Ailurus_fulgens,Carnivora,46.8,5590,"Boddy et al., 2012",NA
Akodon_azarae,Rodentia,0.64,25,"Burger et al., 2019",NA
Alcelaphus_buselaphus,Artiodactyla,284.9,114750,"Isler & van Schaik, 2012",NA
Alces_alces,Artiodactyla,436,200000,"Boddy et al., 2012",NA
Allactaga_sibirica,Rodentia,3.5,193,"Boddy et al., 2012",NA
Allenopithecus_nigroviridis,Primates,58.02,4655,"Isler et al., 2008",NA
Allochrocebus_lhoesti,Primates,74.2,4710,"Isler et al., 2008",NA
Alouatta_belzebul,Primates,52.84,6395,"Isler et al., 2008",NA
Alouatta_caraya,Primates,50.7,5012.5,"Boddy et al., 2012",NA
Alouatta_guariba,Primates,49.1,4550,"Isler & van Schaik, 2012",NA
Alouatta_macconnelli,Primates,61.33,6398.31,"Isler et al., 2008",NA
Alouatta_palliata,Primates,50.04,5952,"Boddy et al., 2012",NA
Alouatta_pigra,Primates,51.13,8915,"Isler et al., 2008",NA
Alouatta_sara,Primates,59.08,6611.04,"Isler et al., 2008; Jones et al., 2009",NA
Alouatta_seniculus,Primates,45.5,2827.5,"Boddy et al., 2012",NA
Ametrida_centurio,Chiroptera,0.29,10.5,"Jones & MacLarnon, 2004",NA
Ammospermophilus_harrisii,Rodentia,2.41,107.15,"Mateju, 2016",NA
Ammospermophilus_interpres,Rodentia,2.5,94.45,"Mateju, 2016",NA
Ammospermophilus_leucurus,Rodentia,2.25,105.85,"Mateju, 2016",NA
Ammotragus_lervia,Artiodactyla,209,110000,"Isler & van Schaik, 2012",NA
Anoura_caudifer,Chiroptera,0.42,10.5,"Jones & MacLarnon, 2004",NA
Anoura_cultrata,Chiroptera,0.48,16.9,"Shi et al., 2018","Faurby et al., 2018"
Anoura_geoffroyi,Chiroptera,0.58,15,"Jones & MacLarnon, 2004",NA
Anoura_latidens,Chiroptera,0.53,14.7,"Shi et al., 2018","Faurby et al., 2018"
Antechinomys_laniger,Dasyuromorphia,0.47,25,"Ashwell, 2008; Weisbecker et al., 2015",NA
Antechinus_agilis,Dasyuromorphia,0.56,24,"Ashwell, 2008; Weisbecker et al., 2015",NA
Antechinus_bellus,Dasyuromorphia,0.63,45,"Ashwell, 2008; Weisbecker et al., 2015",NA
Antechinus_flavipes,Dasyuromorphia,0.64,45,"Ashwell, 2008; Weisbecker et al., 2015",NA
Antechinus_leo,Dasyuromorphia,0.75,74,"Ashwell, 2008; Weisbecker et al., 2015",NA
Antechinus_minimus,Dasyuromorphia,0.74,53.5,"Ashwell, 2008; Weisbecker et al., 2015",NA
Antechinus_stuartii,Dasyuromorphia,0.76,27.5,"Ashwell, 2008; Weisbecker et al., 2015",NA
Antechinus_subtropicus,Dasyuromorphia,0.72,28.5,"Ashwell, 2008; Weisbecker et al., 2015",NA
Antechinus_swainsonii,Dasyuromorphia,1.09,53,"Ashwell, 2008; Weisbecker et al., 2015",NA
Antidorcas_marsupialis,Artiodactyla,135,36518,"Isler & van Schaik, 2012",NA
Antilocapra_americana,Artiodactyla,125.6,46750,"Isler & van Schaik, 2012",NA
Antilope_cervicapra,Artiodactyla,110.8,28800,"Isler & van Schaik, 2012",NA
Antrozous_pallidus,Chiroptera,0.31,20.8,"Shi et al., 2018","Faurby et al., 2018"
Aonyx_capensis,Carnivora,94.6,19110,"Isler & van Schaik, 2012",NA
Aonyx_cinereus,Carnivora,38.09,4060,"Gittleman, 1986",NA
Aotus_azarae,Primates,20.7,1230,"Isler & van Schaik, 2012",NA
Aotus_lemurinus,Primates,113.5,9026.5,"Boddy et al., 2012",NA
Aotus_nancymaae,Primates,17.89,787,"van Woerden et al., 2010; Heldstab et al., 2018",NA
Aotus_trivirgatus,Primates,16.04,701.68,"Boddy et al., 2012",NA
Aotus_vociferans,Primates,17.7,703,"van Woerden et al., 2010; Isler et al., 2008",NA
Aplodontia_rufa,Rodentia,7.04,806,"Boddy et al., 2012",NA
Apodemus_agrarius,Rodentia,0.2,33.3,"Boddy et al., 2012",NA
Apodemus_flavicollis,Rodentia,0.7,32.3,"Boddy et al., 2012",NA
Apodemus_sylvaticus,Rodentia,0.59,20.1,"Boddy et al., 2012",NA
Arctictis_binturong,Carnivora,40.85,11470,"Gittleman, 1986",NA
Arctocebus_aureus,Primates,5.88,210,"Isler et al., 2008",NA
Arctocebus_calabarensis,Primates,6.92,309,"Isler et al., 2008",NA
Arctocephalus_australis,Carnivora,307.5,103750,"Boddy et al., 2012",NA
Arctocephalus_forsteri,Carnivora,320,109690,"Boddy et al., 2012",NA
Arctocephalus_galapagoensis,Carnivora,291.25,45950,"Boddy et al., 2012",NA
Arctocephalus_gazella,Carnivora,340,96600,"Boddy et al., 2012",NA
Arctocephalus_philippii,Carnivora,415,140000,"Boddy et al., 2012",NA
Arctocephalus_pusillus,Carnivora,369.38,178750,"Boddy et al., 2012",NA
Arctocephalus_tropicalis,Carnivora,326.25,101250,"Boddy et al., 2012",NA
Arctogalidia_trivirgata,Carnivora,21.98,2460,"Gittleman, 1986",NA
Arctonyx_collaris,Carnivora,49.4,10490,"Isler & van Schaik, 2012",NA
Ardops_nichollsi,Chiroptera,0.61,15,"Jones & MacLarnon, 2004",NA
Arielulus_circumdatus,Chiroptera,0.23,10.4,"Jones & MacLarnon, 2004",NA
Ariteus_flavescens,Chiroptera,0.43,11.9,"Shi et al., 2018","Faurby et al., 2018"
Artibeus_concolor,Chiroptera,0.63,19.4,"Jones & MacLarnon, 2004",NA
Artibeus_fimbriatus,Chiroptera,1.11,63.9,"Shi et al., 2018","Faurby et al., 2018"
Artibeus_fraterculus,Chiroptera,0.8,39.5,"Shi et al., 2018","Faurby et al., 2018"
Artibeus_hirsutus,Chiroptera,0.5,38.7,"Shi et al., 2018","Faurby et al., 2018"
Artibeus_jamaicensis,Chiroptera,0.98,39.33,"Jones & MacLarnon, 2004",NA
Artibeus_lituratus,Chiroptera,1.17,56.73,"Jones & MacLarnon, 2004",NA
Artibeus_planirostris,Chiroptera,1.14,47,"Shi et al., 2018","Faurby et al., 2018"
Arvicanthis_niloticus,Rodentia,1.33,84.5,"Boddy et al., 2012",NA
Arvicola_amphibius,Rodentia,1.64,168.3,"Boddy et al., 2012",NA
Asellia_tridens,Chiroptera,0.24,12.8,"Jones & MacLarnon, 2004",NA
Aselliscus_stoliczkanus,Chiroptera,0.15,4.9,"Jones & MacLarnon, 2004",NA
Aselliscus_tricuspidatus,Chiroptera,0.13,4.4,"Jones & MacLarnon, 2004",NA
Atelerix_albiventris,Eulipotyphla,2.24,280,"Boddy et al., 2012",NA
Atelerix_algirus,Eulipotyphla,3.2,790,"Boddy et al., 2012",NA
Ateles_belzebuth,Primates,112.7,8484,"Isler & van Schaik, 2012",NA
Ateles_chamek,Primates,99,9370,"Isler et al., 2008",NA
Ateles_fusciceps,Primates,113.6,9026.5,"Boddy et al., 2012",NA
Ateles_geoffroyi,Primates,104.96,5774,"Boddy et al., 2012",NA
Ateles_hybridus,Primates,103.05,7862.25,"Isler et al., 2008",NA
Ateles_marginatus,Primates,97,3201,"Burger et al., 2019",NA
Ateles_paniscus,Primates,108.96,3430,"Boddy et al., 2012",NA
Atelocynus_microtis,Carnivora,62.18,9030,"Gittleman, 1986",NA
Atherurus_africanus,Rodentia,21.89,3152.5,"Boddy et al., 2012",NA
Atherurus_macrourus,Rodentia,31.57,2000,"Stankowich & Romero, 2017",NA
Atilax_paludinosus,Carnivora,28.5,3670,"Gittleman, 1986",NA
Avahi_laniger,Primates,10.49,1285,"Boddy et al., 2012",NA
Avahi_occidentalis,Primates,7.95,801.4,"Isler et al., 2008",NA
Axis_axis,Artiodactyla,219,88450,"Boddy et al., 2012",NA
Axis_porcinus,Artiodactyla,142,30000,"Isler & van Schaik, 2012",NA
Babyrousa_babyrussa,Artiodactyla,127,78000,"Isler & van Schaik, 2012",NA
Balaena_mysticetus,Cetacea,2738,90999999.93,"Montgomery et al., 2013",NA
Balaenoptera_acutorostrata,Cetacea,2850,5587093.59,"Patzke et al., 2013;Jones et al ., 2009",NA
Balaenoptera_borealis,Cetacea,4900,36666666.67,"Boddy et al., 2012",NA
Balaenoptera_musculus,Cetacea,3636,50903999.97,"Montgomery et al., 2013",NA
Balaenoptera_physalus,Cetacea,5100,62500000,"Boddy et al., 2012",NA
Balantiopteryx_plicata,Chiroptera,0.15,6.4,"Shi et al., 2018","Faurby et al., 2018"
Balionycteris_maculata,Chiroptera,0.51,14.33,"Jones & MacLarnon, 2004",NA
Barbastella_barbastellus,Chiroptera,0.18,6,"Jones & MacLarnon, 2004",NA
Bassaricyon_alleni,Carnivora,19.37,1235,"Stankowich & Romero, 2017",NA
Bassaricyon_gabbii,Carnivora,19.3,1250,"Patzke et al., 2013; Jones et al., 2009",NA
Bassariscus_astutus,Carnivora,16,985,"Isler & van Schaik, 2012",NA
Bassariscus_sumichrasti,Carnivora,41.9,2722,"Boddy et al., 2012",NA
Bathyergus_suillus,Rodentia,3.75,1175,"Boddy et al., 2012",NA
Bdeogale_crassicauda,Carnivora,16.95,1250,"Gittleman, 1986",NA
Beamys_hindei,Rodentia,1.11,89.75,"Boddy et al., 2012",NA
Berardius_bairdii,Cetacea,5284.62,11380000,"Ridway et al., 2017; Faurby et al., 2018",NA
Berylmys_bowersi,Rodentia,4.63,360.7,"Isler & van Schaik, 2009",NA
Bettongia_gaimardi,Diprotodontia,11.7,1660,"Ashwell, 2008; Weisbecker et al., 2015",NA
Bettongia_lesueur,Diprotodontia,10.5,1300,"Ashwell, 2008; Weisbecker et al., 2015",NA
Bettongia_penicillata,Diprotodontia,9.56,1300,"Ashwell, 2008; Weisbecker et al., 2015",NA
Bettongia_tropica,Diprotodontia,8.92,1200,"Ashwell, 2008; Weisbecker et al., 2015",NA
Bison_bison,Artiodactyla,458,431500,"Isler & van Schaik, 2012",NA
Blarina_brevicauda,Eulipotyphla,0.29,17.7,"Boddy et al., 2012",NA
Bos_mutus,Artiodactyla,334,250000,"Perez-Barberia et al., 2007; Shultz & Dunbar, 2006",NA
Boselaphus_tragocamelus,Artiodactyla,271.75,125000,"Boddy et al., 2012",NA
Brachylagus_idahoensis,Lagomorpha,3.5,431.19,"Heldstab et al., 2018",NA
Brachyphylla_cavernarum,Chiroptera,1.28,46.75,"Jones & MacLarnon, 2004",NA
Brachyteles_arachnoides,Primates,119.4,8840,"Kirk, 2006",NA
Bradypus_tridactylus,Xenarthra,24.9,4097,"Boddy et al., 2012",NA
Bradypus_variegatus,Xenarthra,16.03,3263,"Boddy et al., 2012",NA
Burramys_parvus,Diprotodontia,1,41.5,"Ashwell, 2008; Weisbecker et al., 2015",NA
Cabassous_unicinctus,Xenarthra,23.68,3930,"Boddy et al., 2012",NA
Cacajao_calvus,Primates,74.3,2880,"Isler & van Schaik, 2012",NA
Caenolestes_fuliginosus,Paucituberculata,0.68,35,"Ashwell, 2008; Weisbecker et al., 2015",NA
Callicebus_caligatus,Primates,17.25,880,"Isler et al., 2008",NA
Callicebus_cupreus,Primates,17.1,815,"Isler & van Schaik, 2012",NA
Callicebus_lugens,Primates,18.97,1090,"Isler et al., 2008",NA
Callicebus_medemi,Primates,19.44,1156.75,"Isler et al., 2008",NA
Callicebus_moloch,Primates,19,900,"Boddy et al., 2012",NA
Callicebus_regulus,Primates,23,1129.79,"Isler et al., 2008",NA
Callicebus_torquatus,Primates,19.1,980,"Isler & van Schaik, 2012",NA
Callimico_goeldii,Primates,11.4,484,"Isler & van Schaik, 2012",NA
Callithrix_aurita,Primates,7.2,429,"Isler et al., 2008",NA
Callithrix_geoffroyi,Primates,19.9,793,"Marino, 1998",NA
Callithrix_jacchus,Primates,7.73,347.45,"Boddy et al., 2012",NA
Callithrix_kuhlii,Primates,7.97,373.33,"van Woerden et al., 2010",NA
Callithrix_penicillata,Primates,7.3,328,"Isler & van Schaik, 2012",NA
Callorhinus_ursinus,Carnivora,334.83,150916.67,"Boddy et al., 2012",NA
Callosciurus_caniceps,Rodentia,6.02,240,"Boddy et al., 2012",NA
Callosciurus_nigrovittatus,Rodentia,4.44,202,"Boddy et al., 2012",NA
Callosciurus_notatus,Rodentia,4.91,209.5,"Boddy et al., 2012",NA
Callosciurus_prevostii,Rodentia,6.52,439,"Boddy et al., 2012",NA
Callospermophilus_lateralis,Rodentia,3.06,168.85,"Mateju, 2016",NA
Callospermophilus_madrensis,Rodentia,2.72,151.5,"Mateju, 2016",NA
Callospermophilus_saturatus,Rodentia,3.38,242.7,"Mateju, 2016",NA
Caluromys_derbianus,Didelphimorphia,3.4,318,"Ashwell, 2008; Weisbecker et al., 2015",NA
Caluromys_lanatus,Didelphimorphia,3.1,384,"Boddy et al., 2012",NA
Caluromys_philander,Didelphimorphia,3.5,188.5,"Ashwell, 2008; Weisbecker et al., 2015",NA
Camelus_dromedarius,Artiodactyla,762,400000,"Isler & van Schaik, 2012",NA
Camelus_ferus,Artiodactyla,575,400000,"Perez-Barberia et al., 2007; Shultz & Dunbar, 2006",NA
Canis_adustus,Carnivora,50.8,6155,"Perez-Barbería et al., 2007",NA
Canis_aureus,Carnivora,72.2,7150,"Isler & van Schaik, 2012",NA
Canis_latrans,Carnivora,84.5,9760,"Isler & van Schaik, 2012",NA
Canis_lupus,Carnivora,130,31100,"Isler & van Schaik, 2012",NA
Canis_mesomelas,Carnivora,54.8,8000,"Boddy et al., 2012",NA
Canis_simensis,Carnivora,83.57,10000,"Finarelli & Flynn, 2009",NA
Capra_aegagrus,Artiodactyla,115,27660,"Isler & van Schaik, 2012",NA
Capreolus_capreolus,Artiodactyla,92.7,17472,"Isler & van Schaik, 2012",NA
Capromys_pilorides,Rodentia,15.97,3090,Scan,"Faurby et al., 2018"
Caracal_aurata,Carnivora,57.97,11940,"Finarelli & Flynn, 2009",NA
Caracal_caracal,Carnivora,51.9,7690,"Perez-Barbería et al., 2007",NA
Cardioderma_cor,Chiroptera,0.67,25.5,"Jones & MacLarnon, 2004",NA
Carollia_castanea,Chiroptera,0.45,12.55,"Jones & MacLarnon, 2004",NA
Carollia_perspicillata,Chiroptera,0.51,17.07,"Jones & MacLarnon, 2004",NA
Casinycteris_argynnis,Chiroptera,0.86,30.72,"Jones & MacLarnon, 2004",NA
Castor_canadensis,Rodentia,52.21,27670,"Boddy et al., 2012",NA
Castor_fiber,Rodentia,44.98,16943.38,"Barton & Capellini, 2011",NA
Catopuma_temminckii,Carnivora,68.03,4220,"Gittleman, 1986",NA
Cavia_aperea,Rodentia,4.04,306.45,"Boddy et al., 2012",NA
Cebuella_pygmaea,Primates,4.64,134.75,"Boddy et al., 2012",NA
Cebus_albifrons,Primates,62.95,1620,"Boddy et al., 2012",NA
Cebus_capucinus,Primates,70.14,2104.88,"Boddy et al., 2012",NA
Cephalophus_dorsalis,Artiodactyla,92.9,19998.62,"Barton & Capellini, 2011",NA
Cephalophus_leucogaster,Artiodactyla,93,13000,"Perez-Barbería et al., 2007",NA
Cephalophus_natalensis,Artiodactyla,84.1,12500,"Perez-Barbería et al., 2007",NA
Cephalophus_nigrifrons,Artiodactyla,85,13650,"Perez-Barbería et al., 2007",NA
Cephalophus_silvicultor,Artiodactyla,170,43000,"Isler & van Schaik, 2012",NA
Cephalophus_zebra,Artiodactyla,83,10000,"Isler & van Schaik, 2012",NA
Cephalorhynchus_commersonii,Cetacea,725,48000,"Montgomery et al., 2013",NA
Cephalorhynchus_heavisidii,Cetacea,763,71000,"Montgomery et al., 2013",NA
Cephalorhynchus_hectori,Cetacea,644,50000,"Slooten & Dawson, 1994; Faurby et al., 2018",NA
Ceratotherium_simum,Perissodactyla,643,1400000,"Perez-Barbería et al., 2007",NA
Cercartetus_caudatus,Diprotodontia,0.71,30,"Ashwell, 2008; Weisbecker et al., 2015",NA
Cercartetus_concinnus,Diprotodontia,0.3,13,"Ashwell, 2008; Weisbecker et al., 2015",NA
Cercartetus_lepidus,Diprotodontia,0.36,7,"Ashwell, 2008; Weisbecker et al., 2015",NA
Cercartetus_nanus,Diprotodontia,0.43,24,"Ashwell, 2008; Weisbecker et al., 2015",NA
Cercocebus_agilis,Primates,95.3,4700,"Boddy et al., 2012",NA
Cercocebus_atys,Primates,86.8,6200,"Isler & van Schaik, 2012",NA
Cercocebus_galeritus,Primates,99.07,7435,"Isler et al., 2008",NA
Cercocebus_torquatus,Primates,105.99,7485,"Isler et al., 2008",NA
Cercopithecus_ascanius,Primates,54.9,2901,"Isler & van Schaik, 2012",NA
Cercopithecus_campbelli,Primates,54.4,2700,"Isler & van Schaik, 2012",NA
Cercopithecus_cephus,Primates,76,3508.33,"Boddy et al., 2012",NA
Cercopithecus_diana,Primates,55.2,3900,"Isler & van Schaik, 2012",NA
Cercopithecus_erythrotis,Primates,65.4,3250,"Isler et al., 2008",NA
Cercopithecus_hamlyni,Primates,65.9,4425,"Isler et al., 2008",NA
Cercopithecus_lowei,Primates,51.2,2097,"Isler & van Schaik, 2012",NA
Cercopithecus_mitis,Primates,75,6300,"Boddy et al., 2012",NA
Cercopithecus_mona,Primates,67,3001,"Boddy et al., 2012",NA
Cercopithecus_neglectus,Primates,60.9,4130,"Isler & van Schaik, 2012",NA
Cercopithecus_nictitans,Primates,71.13,5465,"Isler et al., 2008",NA
Cercopithecus_petaurista,Primates,55.08,3609.09,"Isler et al., 2008",NA
Cerdocyon_thous,Carnivora,49.5,5600,"Perez-Barbería et al., 2007",NA
Cervus_elaphus,Artiodactyla,409.3,200000,"Boddy et al., 2012",NA
Cervus_nippon,Artiodactyla,200,46000,"Perez-Barbería et al., 2007",NA
Chaerephon_chapini,Chiroptera,0.17,10,"Shi et al., 2018","Faurby et al., 2018"
Chaerephon_jobensis,Chiroptera,0.36,16.5,"Jones & MacLarnon, 2004",NA
Chaerephon_plicatus,Chiroptera,0.39,20.5,"Jones & MacLarnon, 2004",NA
Chaerephon_pumilus,Chiroptera,0.27,12.09,"Jones & MacLarnon, 2004",NA
Chaetodipus_baileyi,Rodentia,0.7,29.75,"Boddy et al., 2012",NA
Chaetodipus_californicus,Rodentia,0.62,26,"Boddy et al., 2012",NA
Chaetodipus_fallax,Rodentia,0.54,20.3,"Boddy et al., 2012",NA
Chaetodipus_formosus,Rodentia,0.49,18.1,"Boddy et al., 2012",NA
Chaetodipus_hispidus,Rodentia,0.68,37.1,"Boddy et al., 2012",NA
Chaetodipus_penicillatus,Rodentia,0.46,16.25,"Boddy et al., 2012",NA
Chaetodipus_spinatus,Rodentia,0.48,19.1,"Boddy et al., 2012",NA
Chaetophractus_villosus,Xenarthra,16.4,2948,"Stankowich & Romero, 2017",NA
Chalinolobus_dwyeri,Chiroptera,0.14,5.5,"Jones & MacLarnon, 2004",NA
Chalinolobus_gouldii,Chiroptera,0.24,11.7,"Jones & MacLarnon, 2004",NA
Chalinolobus_morio,Chiroptera,0.18,8.35,"Jones & MacLarnon, 2004",NA
Cheirogaleus_major,Primates,6.8,450,"Boddy et al., 2012",NA
Cheirogaleus_medius,Primates,3.34,179.67,"Boddy et al., 2012",NA
Cheirogaleus_sibreei,Primates,4.4,420.11,"Isler et al., 2008",NA
Cheiromeles_torquatus,Chiroptera,1.37,168.5,"Jones & MacLarnon, 2004",NA
Chilonatalus_micropus,Chiroptera,0.12,3.5,"Shi et al., 2018","Faurby et al., 2018"
Chinchilla_lanigera,Rodentia,6.8,372,"Isler & van Schaik, 2012",NA
Chiroderma_salvini,Chiroptera,0.79,24.3,"Jones & MacLarnon, 2004",NA
Chiroderma_trinitatum,Chiroptera,0.54,13.7,"Jones & MacLarnon, 2004",NA
Chiroderma_villosum,Chiroptera,0.71,24.8,"Jones & MacLarnon, 2004",NA
Chironax_melanocephalus,Chiroptera,0.61,17.63,"Jones & MacLarnon, 2004",NA
Chironectes_minimus,Didelphimorphia,5.54,764,"Stankowich & Romero, 2017",NA
Chiropodomys_gliroides,Rodentia,0.7,25.3,"Boddy et al., 2012",NA
Chiropotes_albinasus,Primates,57.64,2846.5,"van Woerden et al., 2010; Heldstab et al., 2018",NA
Chiropotes_chiropotes,Primates,57.04,2740,"Isler et al., 2008",NA
Chiropotes_satanas,Primates,48.33,3030,"Isler et al., 2008",NA
Chlorocebus_aethiops,Primates,64.13,3452.67,"Boddy et al., 2012",NA
Chlorocebus_cynosuros,Primates,72,2920,"Burger et al., 2019",NA
Chlorocebus_pygerythrus,Primates,62.58,4323.52,"Isler et al., 2008",NA
Chlorocebus_sabaeus,Primates,64.91,4311.8,"Isler et al., 2008",NA
Choeroniscus_godmani,Chiroptera,0.34,6.1,"Jones & MacLarnon, 2004",NA
Choeroniscus_minor,Chiroptera,0.39,9.6,"Jones & MacLarnon, 2004",NA
Choeropsis_liberiensis,Artiodactyla,215,81000,"Perez-Barbería et al., 2007",NA
Choloepus_didactylus,Xenarthra,28.2,5070,"Boddy et al., 2012",NA
Choloepus_hoffmanni,Xenarthra,24.54,5048,"Boddy et al., 2012",NA
Chrotogale_owstoni,Carnivora,22.5,1960,"Heldstab et al., 2018",NA
Chrotopterus_auritus,Chiroptera,1.74,87,"Stankowich & Romero, 2017",NA
Chrysochloris_asiatica,Afrosoricida,0.7,49,"Boddy et al., 2012",NA
Chrysochloris_stuhlmanni,Afrosoricida,1.06,50.05,"Boddy et al., 2012",NA
Chrysocyon_brachyurus,Carnivora,120.3,23250,"Isler & van Schaik, 2012",NA
Civettictis_civetta,Carnivora,37,11250,"Isler & van Schaik, 2012",NA
Clyomys_laticeps,Rodentia,3.52,201,"Stankowich & Romero, 2017",NA
Coendou_prehensilis,Rodentia,16.73,4400,"Stankowich & Romero, 2017",NA
Coendou_quichua,Rodentia,20.85,2000,"Stankowich & Romero, 2017",NA
Coendou_spinosus,Rodentia,11.66,750.8,Scan,"Faurby et al., 2018"
Coendou_vestitus,Rodentia,11.71,736,"Stankowich & Romero, 2017",NA
Coleura_afra,Chiroptera,0.26,11.5,"Jones & MacLarnon, 2004",NA
Colobus_angolensis,Primates,74.4,9670,"Boddy et al., 2012",NA
Colobus_guereza,Primates,83.9,10281.25,"Boddy et al., 2012",NA
Colobus_polykomos,Primates,70.2,8300,"Isler & van Schaik, 2012",NA
Colobus_satanas,Primates,74.9,8910,"Isler et al., 2008",NA
Colobus_vellerosus,Primates,73.07,7820,"Isler et al., 2008",NA
Condylura_cristata,Eulipotyphla,1.37,50,"Boddy et al., 2012",NA
Conepatus_chinga,Carnivora,18.7,1587,"Perez-Barbería et al., 2007",NA
Conepatus_humboldtii,Carnivora,12.6,1294,"Perez-Barbería et al., 2007",NA
Conepatus_leuconotus,Carnivora,14.4,2010,"Isler & van Schaik, 2012",NA
Conepatus_semistriatus,Carnivora,19.6,2040,"Finarelli & Flynn, 2009",NA
Conilurus_penicillatus,Rodentia,1.91,150,"Isler & van Schaik, 2009",NA
Connochaetes_gnou,Artiodactyla,340,155000,"Heldstab et al., 2018",NA
Connochaetes_taurinus,Artiodactyla,443,212230,"Boddy et al., 2012",NA
Cormura_brevirostris,Chiroptera,0.22,8.2,"Jones & MacLarnon, 2004",NA
Corynorhinus_rafinesquii,Chiroptera,0.24,9.1,"Shi et al., 2018","Faurby et al., 2018"
Corynorhinus_townsendii,Chiroptera,0.23,9.9,"Shi et al., 2018","Faurby et al., 2018"
Craseonycteris_thonglongyai,Chiroptera,0.09,2.56,"Jones & MacLarnon, 2004",NA
Cratogeomys_fumosus,Rodentia,4.19,637,"Boddy et al., 2012",NA
Cremnomys_cutchicus,Rodentia,1.67,50,"Mace et al., 1981",NA
Cricetomys_emini,Rodentia,5.58,1300,"Isler & van Schaik, 2009",NA
Cricetomys_gambianus,Rodentia,6.57,1150,"Boddy et al., 2012",NA
Cricetulus_barabensis,Rodentia,0.67,29.89,"Barton & Capellini, 2011",NA
Cricetus_cricetus,Rodentia,2.2,297,"Boddy et al., 2012",NA
Crocidura_fuscomurina,Eulipotyphla,0.13,5.6,"Boddy et al., 2012",NA
Crocidura_hildegardeae,Eulipotyphla,0.21,8.72,"Heldstab et al., 2018",NA
Crocidura_olivieri,Eulipotyphla,0.44,22,"Heldstab et al., 2018",NA
Crocidura_russula,Eulipotyphla,0.19,10.45,"Boddy et al., 2012",NA
Crocuta_crocuta,Carnivora,175,62370,"Boddy et al., 2012",NA
Crossarchus_obscurus,Carnivora,9.99,865,"Perez-Barbería et al., 2007",NA
Cryptomys_hottentotus,Rodentia,1.17,98.4,"Boddy et al., 2012",NA
Cryptoprocta_ferox,Carnivora,32.1,6775,"Isler & van Schaik, 2012",NA
Cryptotis_parva,Eulipotyphla,0.12,5.3,"Boddy et al., 2012",NA
Ctenomys_magellanicus,Rodentia,3.31,272,Scan,"Faurby et al., 2018"
Ctenomys_opimus,Rodentia,3.36,3070.5,Scan,"Faurby et al., 2018"
Cuniculus_paca,Rodentia,35.22,4607,"Boddy et al., 2012",NA
Cuon_alpinus,Carnivora,94.6,13800,"Isler & van Schaik, 2012",NA
Cyclopes_didactylus,Xenarthra,4.29,400,"Stankowich & Romero, 2017",NA
Cynictis_penicillata,Carnivora,10.5,571,"Isler & van Schaik, 2012",NA
Cynogale_bennettii,Carnivora,29.96,4010,"Gittleman, 1986",NA
Cynomops_abrasus,Chiroptera,0.42,33.3,"Jones & MacLarnon, 2004",NA
Cynomops_greenhalli,Chiroptera,0.3,17.5,"Jones & MacLarnon, 2004",NA
Cynomops_paranus,Chiroptera,0.24,16.2,"Shi et al., 2018","Faurby et al., 2018"
Cynomops_planirostris,Chiroptera,0.19,7.25,"Jones & MacLarnon, 2004",NA
Cynomys_gunnisoni,Rodentia,5.14,642.3,"Mateju, 2016",NA
Cynomys_leucurus,Rodentia,5.77,1021.15,"Mateju, 2016",NA
Cynomys_ludovicianus,Rodentia,5.69,865.15,"Mateju, 2016",NA
Cynomys_mexicanus,Rodentia,5.53,998,"Mateju, 2016",NA
Cynomys_parvidens,Rodentia,5.58,576,"Mateju, 2016",NA
Cynopterus_brachyotis,Chiroptera,0.95,32.11,"Jones & MacLarnon, 2004",NA
Cynopterus_horsfieldii,Chiroptera,1.35,56.88,"Jones & MacLarnon, 2004",NA
Cynopterus_sphinx,Chiroptera,1.06,42.4,"Jones & MacLarnon, 2004",NA
Cynopterus_titthaecheilus,Chiroptera,1.4,56.3,"Shi et al., 2018","Faurby et al., 2018"
